IPC	Parent_IPC	Level	Description	Description_EN
B60R21/09	B60R21/02	5	控制构件或操作手柄由工作位置可移至异常位置，例如开关柄、摇窗把〔4〕	Control elements or operating handles movable from an operative to an out-of-the way position, e.g. switch knobs, window cranks [4]
B60R21/11	B60R21/02	5	头顶上的防护装置，例如防止装载物下落的装置〔4〕	Overhead guards, e.g. against loads falling down [4]
B60R21/12	B60R21/02	5	防护乘客遭受车内或车外人身袭击的装置〔4〕	which protect the occupants against personal attack from the inside or the outside of the vehicle [4]
B60R21/13	B60R21/02	5	倾翻防护装置（触发安全保护装置的电路入B60R 21/01）〔4，7〕	Roll-over protection [4, 7]
B60R21/16	B60R21/02	5	可充气的乘客在冲击或临近冲击时充气的限定装置，例如气袋（阀与可膨胀弹性体的连接入B60C 29/00） 〔4〕	Inflatable occupant restraints or confinements designed to inflate upon impact or impending impact, e.g. air bags [4]
B60R21/18	B60R21/16	6	充气构件制成带子或吊带或与带子或吊带相结合的装置	the inflatable member formed as a belt or harness or combined with a belt or harness arrangement [4]
B60R21/20	B60R21/16	6	在不用或不膨胀状态下存放可膨胀元件的装置；气袋模块或组件的配置或安装 〔4，8，2010.01〕	Arrangements for storing inflatable members in their non-use or deflated condition; Arrangement or mounting of air bag modules or components [4, 8, 2011.01]
B60R21/201	B60R21/20	7	膨胀元件的包装带或存放带〔2011.01〕	Packaging straps or envelopes for inflatable members [2011.01]
B60R21/203	B60R21/20	7	在方向盘或转向柱中 〔8〕	in steering wheels or steering columns [8]
B60R21/205	B60R21/20	7	在仪表板中 〔8，2011.01〕	in dashboards [8, 2011.01]
B60R21/206	B60R21/205	8	在仪表板的底部，如用于保护膝部〔2011.01〕	in the lower part of dashboards, e.g. for protecting the knees [2011.01]
B60R21/207	B60R21/20	7	在车座中 〔8〕	in vehicle seats [8]
B60R21/21	B60R21/20	7	在车辆侧板中，如门（柱中安装的入B60R 21/213） 〔8，2011.01〕	in vehicle side panels, e.g. doors (pillar mounted arrangements B60R 21/213 ) [8, 2011.01]
B60R21/213	B60R21/20	7	在车顶构架或柱中 〔8，2011.01〕	in vehicle roof frames or pillars [8, 2011.01]
B60R21/214	B60R21/20	7	在顶层面板中 〔2011.01〕	in roof panels [2011.01]
B60R21/215	B60R21/20	7	以膨胀元件的盖子为特征的 〔8，2011.01〕	characterised by the covers for the inflatable member [8, 2011.01]
B60R21/2155	B60R21/215	8	盖子具有复杂的运动；展开时缩回内层的〔2011.01〕	with complex motion of the cover; Retraction under the lining during opening [2011.01]
B60R21/216	B60R21/215	8	展开时限制盖子在一定范围内运动的 〔2011.01〕	comprising tether means for limitation of cover motion during deployment [2011.01]
B60R21/2165	B60R21/215	8	以限定展开口的撕裂线为特征的  〔2011.01〕	characterised by a tear line for defining a deployment opening [2011.01]
B60R21/217	B60R21/20	7	膨胀流体源固定器，如反应罐；它们与袋、扩散器或膨胀流体源相连或一体 〔8，2011.01〕	Inflation fluid source retainers, e.g. reaction canisters; Connection of bags, covers, diffusers or inflation fluid sources therewith or together [8, 2011.01]
B60R21/23	B60R21/16	6	可膨胀元件（B60R 21/18优先）〔8〕	Inflatable members (B60R 21/18 takes precedence) [8]
B60R21/231	B60R21/23	7	以其形状、结构或空间构型为特征的 〔8，2011.01〕	characterised by their shape, construction or spatial configuration [8, 2011.01]
B60R21/232	B60R21/231	8	帘式气囊垂直方向从其顶部边缘展开的〔2011.01〕	Curtain-type airbags deploying mainly in a vertical direction from their top edge [2011.01]
B60R21/233	B60R21/231	8	包含多个单独隔间；包含两个或多个袋式的元件，一个在另一个内部（B60R 21/232优先） 〔8〕	comprising a plurality of individual compartments; comprising two or more bag-like members, one within the other (B60R 21/232 takes precedence) [8]
B60R21/2334	B60R21/231	8	膨胀调节特性〔2011.01〕	Expansion regulating features [2011.01]
B60R21/2338	B60R21/2334	9	具有一定范围的 〔2011.01〕	Tethers [2011.01]
B60R21/2342	B60R21/2334	9	撕开的裂缝 〔2011.01〕	Tear seams [2011.01]
B60R21/2346	B60R21/2334	9	缓慢扩散的 〔2011.01〕	Soft diffusers [2011.01]
B60R21/235	B60R21/23	7	以它们的材料为特征 〔8〕	characterised by their material [8]
B60R21/237	B60R21/23	7	以它们折叠的方式为特征 〔8〕	characterised by the way they are folded [8]
B60R21/239	B60R21/23	7	以它们的排气装置为特征 〔8〕	characterised by their venting means [8]
B60R21/26	B60R21/16	6	以膨胀流体源或控制膨胀流体流动的装置为特征的 〔4，2011.01〕	characterised by the inflation fluid source or means to control inflation fluid flow [4, 2011.01]
B60R21/261	B60R21/26	7	带有除袋子构造以外的，扩散或引导膨胀流体的装置  〔2011.01〕	with means other than bag structure to diffuse or guide inflation fluid [2011.01]
B60R21/262	B60R21/261	8	拉伸管状扩散器，如帘式的 〔2011.01〕	Elongated tubular diffusers, e.g. curtain-type [2011.01]
B60R21/263	B60R21/26	7	使用变量气源的，例如多个阶段的，或出气量受控制的（混合充气筒入B60R 21/272） 〔2011.01〕	using a variable source, e.g. plural stage or controlled output (hybrid inflator B60R 21/272 ) [2011.01]
B60R21/264	B60R21/26	7	通过瞬间产生气体的，如烟火（B60R 21/268优先） 〔8〕	using instantaneous generation of gas, e.g. pyrotechnic (B60R 21/268 takes precedence) [8]
B60R21/268	B60R21/26	7	通过瞬间释放所存储的压缩气体的 〔8，2011.01〕	using instantaneous release of stored pressurised gas [8, 2011.01]
B60R21/272	B60R21/268	8	带有在气体正要释放前或释放时，增加压力的装置，如混合充气筒 〔8〕	with means for increasing the pressure of the gas just before or during liberation, e.g. hybrid inflators [8]
B60R21/274	B60R21/268	8	以膨胀流体源的破裂打开方式为特征的〔2011.01〕	characterised by means to rupture or open the fluid source [2011.01]
B60R21/276	B60R21/26	7	带有膨胀流体源的排放装置的，如在过压的情况下 〔8〕	with means to vent the inflation fluid source, e.g. in case of overpressure [8]
B60R21/30	B60R21/26	7	有吸收周围空气至流管内并使该空气与充注流体混合的装置〔4〕	with means to draw ambient air into the flow line and mix such air with the inflation fluid [4]
B60R21/33	B60R21/16	6	用于非电触发膨胀的装置（用于触发安全装置的电路入B60R 21/01） 〔8〕	Arrangements for non-electric triggering of inflation [8]
B60R21/34	B60R21/00	4	非车上人员的保护装置，例如对行人的 〔4，2011.01〕	Protecting non-occupants of a vehicle, e.g. pedestrians [4, 2011.01]
B60R21/36	B60R21/34	5	用气囊  〔2011.01〕	using airbags [2011.01]
B60R21/38	B60R21/34	5	用打开引擎盖的装置  〔2011.01〕	using means for lifting bonnets [2011.01]
B60R22/00	B60R	3	车内安全带或护身带（一般安全带或护身带入A62B 35/00）〔4〕	Safety belts or body harnesses in vehicles [4]
B60R22/02	B60R22/00	4	半被动式安全带系统，例如自动闩紧或松开，但不是既闩紧又松开〔4〕	Semi-passive restraint systems, e.g. systems applied or removed automatically but not both [4]
